text,sentiment,category,keyword
"고민정 너나 가라.  
민주당 차기 총선 필패다.  
다들 작은 방에 갇혀
세뇌 당하나봐.",부정,기타,정치비판
이런걸 꼴겁이나 하나요 ?,부정,기타,비판
고민정 당대표되면 볼만은 하겠다 ㅋㅋㅋㅋㅋㅋ,중립,기타,정치관찰
ㅎㅎㅎ  능력이 없는데 나이가 무슨 소용,부정,기타,비판
"고민정의원님, 본인도 운동권 마인드인데 마치 깨어있는 척 하지마세요ㅋㅋ
지나가던 개가 웃을 것 같습니다
성치훈 하헌기 같은 사람이 해야 젋은 민주당이지 장난치나 ㅋㅋㅋㅋ",부정,기타,비판
고민정 넘이쁘고 묵묵히 잘해요 화이팅 민주권당원 60대중반,긍정,기타,응원
제생각은 역사앞에서는 교만하지않아야한다고 생각합니다,중립,기타,사상
젠더갈등 세대갈등 전부 문통때가 맞다... 인정해라,중립,기타,사회문제
햐..이쁘긴이뻐..,긍정,기타,칭찬
"니도 가야지 
무슨 남말 하고 있어",중립,기타,일반 잡담
586에게 가장 혜택받은 사람이 고민정 아닌가요 ㅋㅋ,부정,기타,비판
김민새가 아무리 설쳐도 관상학적으로 이번 당대표는 정청래이다. 관상학적으로 얼굴에 쓰여 있어 김민새는 간신의 상이고 정청래는 충신의 상으로 보인다. 아무리 김민새가 용을 써봐도 당대표는 정청래가 될것으로 점친다. 두고 봐라. 내 예측이 정확이 맞아 떨어질것이다.,중립,기타,예측
나이가 중요한게 아니라 마인드가 중요한건데 넌 아닌거 같은데? 나이도 곧 50이구만 뭘 ㅋㅋ,부정,기타,비판
에이고 심심해... 그래도 화이팅,긍정,기타,응원
고민정님은 나이는 86그룹이 아닐지 몰라도 마인드는 전형적인 86운동권 세대이십니다..,부정,기타,비판
"고민정 씨, 구호나 주장, 하소연으로 세대 교체를 하려고 하지 말고, 실력으로 세대 교체를 이루어 내세요. 응원합니다.",긍정,기타,응원
고민정 당신은 586은 아닐 지 몰라도 민주당의 미래는 절대로 될 수 없는 사람입니다. 청년정치요? 소가 웃을 일이네. 불과 몇 년 전 당원들의 성토를 잊지 않았겠지요?,부정,기타,비판
586의 숨결을 누구보다 잘 아시는분이?,중립,기타,질문
문재인 정부 인사들은 그냥 이번 기회에 일괄 은퇴해라. 역겹다,부정,기타,비판
"요즈음 유시민, 김어준, 정청래 및 조국을 보고있노라면. 떠오르는 인물들... 피터팬, 이아고, 돈키호테 및 타르튀프. 바꿔말하면... 철딱서니, 야바위꾼, 푼수땡이 및 내로남불. 문재인은 찌그러져 있겠다고 하니깐...",부정,기타,비판
눈치가 없다.,부정,기타,비판
고민정도 본인도 빠져야 젊은 민주당인데요 ㅎㅎㅎㅎ,부정,기타,비판
"틀딱 중에서 젊은 축이지 ㅋㅋㅋ 능력이나 가치관, 생각에서는 2030에 비비지도 못하지",부정,기타,비판
"문재인 정부만한 이념 꼰대정부가 잇엇나싶다
ㅋㅋㅋㅋㅋ",부정,기타,비판
ㅋㅋㅋㅋ  똥팔육이랑 다를게 없는 고민정이 자기는 뭔가 다른줄 아는게 웃음벨이네,부정,기타,비판
568은 가고  조국은 오라고 ??? 정말 비호감.. 혹시 해서 들었지만 고민정도 답이 없다.,부정,기타,비판
안타깝네요,중립,기타,일반
싹수가...,중립,기타,일반
"고민정에게 시비지심이 강하네요
수오지심 사양지심 측은지심이 비춰지지 않는다. 
그게 젤 문제!  도량을 넓히셔야 할 듯요
고민정 의도가 보이네요~",부정,기타,비판
"ㅋㅋ 고민정이야말로 훈장질 많이하지
나이때매 젊고 안가르친다?
젊은꼰대가 제일무섭다 ㅋㅋㅋㅋ
본인을 돌아보시길",부정,기타,비판
"고민정, 너도 고인물이다. 국민들 보기에 박지원 옹이나 너나 뭐가 다른지 모르겠다.",부정,기타,비판
음주운전 처벌강화도 못하고있으면서 무슨 검찰개혁이나 정치개혁이냐,부정,기타,비판
친문이 586자체 아닌가? 친문을 벗어나겠다는 얘기라도 하면서 586을 비판해야 들어보고 싶기라도 할텐데,부정,기타,비판
"대책도 없으면서 폐지 주장하는 인간들은 정치인도 아니고 국민을 생각하는 사람은 더더욱 아니다

예전부터 생각했지만 더민이나 국힘이나 똑같은 새끼들이야 

진짜 국민 무서운걸 보여줘야 해",부정,기타,비판
고민정은 이제 정치 그만하시길 바랍니다. 정치가로써의 소임은 문재인과 함께 다한 겁니다. 그리고 고민정도 행태는 86그룹과 별반 차이가 없는데 마치 젊은 정치인인 것처럼 해봤자 먹히지도 않습니다. 문재인의 아바타로 사는 한 노인네의 사고방식대로 행동을 할 수 밖에 없기 때문입니다.,부정,기타,비판
친문그룹은 무능의 상징아님? 능력부터 좀 기르고 성과부터가져오길,부정,기타,비판
싫어요 누르고 싶은데 진짜 꾸욱 참았다...,부정,기타,비판
그 젊은에 본인 자리는 없긴해요...  친문계는 어쩜 이리 다 무능력한게 티가 나냐...,부정,기타,비판
그래서 모 한거 있슈? ???,부정,기타,비판
울면서 언론개혁법을 막은 건 586보다 더한 구태 적폐아닌가?,부정,기타,정치 비판
"ㅋㅋㅋ 니가 속한데가 친문 86카르텔이야???
여태 몰랐어???",부정,기타,조롱
너도 같이 가라~~,부정,기타,비난
"나 50대 미만. 586아님 
이라고 하기엔
그렇게 논리를 펴기엔
무능한 고민정이지.
표 좀 분산 시켜보겠다는 전략이잖슴.",부정,기타,무능 비판
고민정  제일 질 나쁜 그룹에 기생하지 않았나요?   들어보니 그저 슬로건 용도로만 세대교체네요... 에구~,부정,기타,세대교체 비판
고씨 좀 그만해라  좀 능력껏해라,부정,기타,능력 비판
고밀정 586이라고 싸집지마 586에도 계속 써야 될 정치인이있고 586이 아니라도 아무짝에도 쓸모없는정치인이 있어 . 국회의원 한것도 신기한데 당대표는 왜나온거야 . 그렇게 나라걱정 민주당걱저 되면 정청래보내는데 앞장서면 돼,부정,기타,정치 비판
본인도 그리 젊거나 좋은 정치인으로 보이지 않는건 왜일까요?,부정,기타,자기 비판
개울이 냇가거쳐 바다깊이도 모르면,중립,기타,비유
하는말은 586이랑 똑같은데 나이만 40대면 세대교체임??,부정,기타,세대교체 비판
"보완수사권 막아주면
찍어 드릴게.",중립,기타,정치
문주당아 가라! 고밀정 당신도!,부정,기타,정치
본인도 사실상 586 그룹에 묶여있는데요. 아무도 다르다고 생각하지 않아요,부정,기타,정치
같이 가세요..  자기 객관화가 전혀 안되는 이유가 뭘까?,부정,기타,정치
정영진 잘한다,긍정,기타,응원
젊은꼰대도 가라!!!!,부정,기타,정치
"고민정은  믿을 만한
친문이죠
확실한  친문   친문",긍정,기타,정치
고민정이 젊은 민주당????  항상 말하지만 나이가 젊은게 중요한게 아니라고 난 생각한다 근데 고민정이 젊은민주당 ㅋㅋㅋㅋㅋㅋ 제발 다음 국회의원선거에서 단수공천 받지마라 제발 경선해라 개인적으로 민주당에서 가장 꼴보기 싫은 몇몇 의원들중 하나라고 난 생각한다 젊은 민주당??? 국회의원 자격이 있는지부터 묻고 싶다.. 진짜 단수공천을 왜줘서...,부정,기타,정치
젊은정치 하고싶은데 조국과 합당?ㅋㅋㅋㅋ에라이,부정,기타,정치
그저 다음 공천이 목적이겠지.,부정,기타,정치
너나 가라....,부정,기타,비난
"운동권이 아닌데 더 운동권 같은 느낌임
진짜 이젠 문빠들 그만 보고 싶다",부정,기타,비판
"아니아니. 뭘 한참 잘못 알고 있는데, 586이든 뭐든 그게 중요한게 아니고 정무감각이 좋고 유능한 CEO가 절실하게 필요해. 일단 당신은 아니고.",부정,기타,비판
10년을 정치해도 알맹이 없는 건 참 한결같네..,부정,기타,비판
넌 이쁘니까 봐준다 ㅎㅎ 근데 문정복은 용서가 안됌,부정,기타,비난
보수입장에서 고민정이 당선되면 땡큐 베리 머치 아님? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,부정,기타,조롱
586한테 붙어서 실컷 10년가까이 정치 해오다가ㅡ이제껏 다 동조하면서 지내놓고.ㅡ젊은 민주당?ㅡ그리고 그닥 젊은지도 모르겠는데,부정,기타,비판
"고민정이도 할머니 아님?
고민정이 왜 청년정치를 지껄이지?
문재인때부터 한거 없잖아?
권력이 눈앞에 있으니 다 하나같이 개소리들을 하는구나.",부정,기타,비판
윤칼세 윤창중선생 고민정에대한 분석이 맞구만,중립,기타,정보
"너도 안젊어 ㅋㅋㅋ
너도 기득권이야",부정,기타,비판
586 아니고 686이고 무능한 이미지 도덕 정치 86이 욕먹는 거랑 고민정 니가 욕먹는 거랑 똑같은 맥락인데 뭔 컨텐츠는 하나도 없이 윗세대 물러가라 하던 86이랑 똑같네 ㅋㅋㅋ,부정,기타,정치 비판
김제동이 아무것도 안해도 된다고 한거 같은데. 그래도 된다고.,중립,기타,의견
고민정 곧 50살인데 어린척이냐ㅋㅋㅋㅋㅋ 586도 아니고 문재인 정부 출신도 안된다. 고민정은 국회의원보다 평산책방에서 일 하는거 추천!!!!!,부정,기타,비판
나이 어린걸로 어필할꺼면 10대 내 딸이 적합하지 않겠는가?,중립,기타,질문
고민정은 윤석열에 정권 뺐기고 문재인 정부 실정에 반성과 사과는 했냐???? 조용히 숨어있다 이제와서 왠 세대 교체야???,부정,기타,비판
니가 가라~,부정,기타,비난
"민주당 젊은 정치인에 끼기도 애매하고, 동시에 꼈다고 한들 그 누구보다 올드한데...",부정,기타,비판
"나이는 별개고 능력이 없다
그게 친문이 안되는 열가지중 하나다",부정,기타,비판
음.. 본인도 나이이전에 성향이 586같은데,부정,기타,비판
송영길이 한때 친문이었다고  착각할정도로 무식한건가?그래놓고 당대표하겠다고?ㅋㅋㅋ,부정,기타,비판
옷을  갈아입고  나와도  수박은  수박이다  어디 아닌척 하고 있어?,부정,기타,비판
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ지가할 소리는 아닌거 같은데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,부정,기타,조롱
우웩 😩 토할거같다,부정,기타,불만
나이만어리고정신상때는 꼰대면서 개소리하네,부정,기타,비판
우습다.....뭐 윽시 젊은 정치인이었나봐 ㅋㅋㅋ 너도 구태쪽 아니었으?,부정,기타,조롱
"젊음,...? 그래두 넌 아니지....",부정,기타,비판
더운 여름이다...수박이나 먹어야지,중립,기타,잡담
근데 그 대안이 너는 아니야,부정,기타,비판
어 다 그래도 닌 아니야,부정,기타,비판
수박은 꺼져주세요.,부정,기타,비판
686이지. 이젠 60대 할배들,부정,기타,비판
